query_id	n_targets	n_intact	n_trimmed	n_skipped	frac_intact	mean_inframe_coverage	gene_name	pfam_id	n_exons_spanned	n_cds_exons	is_single_exon_domain	domain_length_aa	clan	clan_name
PFAM0005970	1	1	0	0	1.0	0.8333	SPX	PF15171	5.0	6.0	False	90.0	PF15171	
PFAM0005971	16	9	0	7	0.5625	0.56570625	DDB2	PF00400	2.0	10.0	False	39.0	CL0186	Beta_propeller
PFAM0005972	16	8	0	8	0.5	0.5	DDB2	PF00400	2.0	10.0	False	34.0	CL0186	Beta_propeller
PFAM0005974	9	8	0	1	0.8888888888888888	0.8888888888888888	FOLH1	PF02225	3.0	19.0	False	89.0	CL0364	Leu-IlvD
PFAM0005975	9	8	0	1	0.8888888888888888	0.8888888888888888	FOLH1	PF04389	6.0	19.0	False	125.0	CL0865	ZnExoPePases
PFAM0005976	9	3	5	1	0.3333333333333333	0.7398333333333333	FOLH1	PF04253	4.0	19.0	False	120.0	PF04253	
PFAM0005978	1	1	0	0	1.0	0.9877	RAB33A	PF00071	2.0	2.0	False	163.0	CL0023	P-loop_NTPase
PFAM0005979	1	0	0	1	0.0	0.0	MTNR1B	PF00001	2.0	2.0	False	252.0	CL0192	GPCR_A
PFAM0005993	16	8	0	8	0.5	0.5	TUT4	PF19088	5.0	29.0	False	138.0	CL0260	NTP_transf
PFAM0005994	16	8	0	8	0.5	0.5	TUT4	PF03828	2.0	29.0	False	52.0	PF03828	
PFAM0005995	16	8	0	8	0.5	0.5	TUT4	PF22600	6.0	29.0	False	134.0	CL0260	NTP_transf
PFAM0005996	16	8	0	8	0.5	0.5027	TUT4	PF03828	2.0	29.0	False	54.0	PF03828	
PFAM0005997	16	7	0	9	0.4375	0.4375	TUT4	PF00098	1.0	29.0	True	17.0	CL0511	Retroviral_zf
PFAM0005998	16	7	0	9	0.4375	0.4375	TUT4	PF00098	1.0	29.0	True	17.0	CL0511	Retroviral_zf
PFAM0005999	5	5	0	0	1.0	1.0	PRPF38A	PF03371	5.0	10.0	False	164.0	PF03371	
PFAM0006000	5	5	0	0	1.0	0.9566399999999999	PRPF38A	PF12871	4.0	10.0	False	83.0	PF12871	
PFAM0006001	1	0	0	1	0.0	0.0	DSG3	PF00028	3.0	16.0	False	89.0	CL0159	E-set
PFAM0006002	1	0	0	1	0.0	0.0	DSG3	PF00028	3.0	16.0	False	94.0	CL0159	E-set
PFAM0006003	1	1	0	0	1.0	1.0	DSG3	PF00028	2.0	16.0	False	103.0	CL0159	E-set
PFAM0006021	1	1	0	0	1.0	1.0	DSC1	PF08758	2.0	16.0	False	77.0	CL0159	E-set
PFAM0006022	1	1	0	0	1.0	1.0	DSC1	PF00028	3.0	16.0	False	93.0	CL0159	E-set
PFAM0006023	1	1	0	0	1.0	1.0	DSC1	PF00028	3.0	16.0	False	96.0	CL0159	E-set
PFAM0006024	1	1	0	0	1.0	1.0	DSC1	PF00028	2.0	16.0	False	104.0	CL0159	E-set
PFAM0006025	1	1	0	0	1.0	1.0	DSC1	PF00028	3.0	16.0	False	87.0	CL0159	E-set
PFAM0006029	6	6	0	0	1.0	0.9865166666666667	DAGLA	PF01764	6.0	19.0	False	136.0	CL0028	AB_hydrolase
PFAM0006030	16	16	0	0	1.0	0.9971125	TIMM10	PF02953	2.0	2.0	False	65.0	PF02953	
PFAM0006036	18	13	0	5	0.7222222222222222	0.7222222222222222	PDGFRA	PF07679	2.0	22.0	False	84.0	CL0159	E-set
PFAM0006037	18	13	0	5	0.7222222222222222	0.7222222222222222	PDGFRA	PF07679	2.0	22.0	False	81.0	CL0159	E-set
PFAM0006038	18	13	0	5	0.7222222222222222	0.7222222222222222	PDGFRA	PF07714	10.0	22.0	False	355.0	CL0016	PKinase
PFAM0006040	11	6	0	5	0.5454545454545454	0.6111727272727273	CARS2	PF01406	11.0	15.0	False	296.0	CL0039	HUP
PFAM0006041	6	6	0	0	1.0	1.0	ADAMTS8	PF01562	1.0	9.0	True	58.0	PF01562	
PFAM0006042	6	3	1	2	0.5	0.6885499999999999	ADAMTS8	PF01421	5.0	9.0	False	211.0	CL0126	Peptidase_MA
PFAM0006043	6	3	0	3	0.5	0.5	ADAMTS8	PF17771	1.0	9.0	True	69.0	CL0750	ADAM_CR_sf
PFAM0006044	6	5	0	1	0.8333333333333334	0.8333333333333334	ADAMTS8	PF00090	1.0	9.0	True	50.0	CL0692	TSP1
PFAM0006045	6	6	0	0	1.0	1.0	ADAMTS8	PF19236	2.0	9.0	False	81.0	CL0750	ADAM_CR_sf
PFAM0006046	6	6	0	0	1.0	1.0	ADAMTS8	PF05986	2.0	9.0	False	118.0	PF05986	
PFAM0006047	6	6	0	0	1.0	1.0	ADAMTS8	PF19030	1.0	9.0	True	52.0	CL0692	TSP1
PFAM0006048	1	1	0	0	1.0	1.0	KLB	PF00232	2.0	5.0	False	296.0	CL0036	TIM_barrel
PFAM0006049	1	1	0	0	1.0	1.0	KLB	PF00232	2.0	5.0	False	118.0	CL0036	TIM_barrel
PFAM0006050	1	1	0	0	1.0	0.9799	KLB	PF00232	3.0	5.0	False	448.0	CL0036	TIM_barrel
PFAM0006053	10	8	0	2	0.8	0.8192299999999999	APC	PF16689	2.0	15.0	False	52.0	PF16689	
PFAM0006054	10	10	0	0	1.0	1.0	APC	PF11414	3.0	15.0	False	69.0	PF11414	
PFAM0006055	10	8	2	0	0.8	0.94594	APC	PF18797	2.0	15.0	False	74.0	CL0020	TPR
PFAM0006056	10	10	0	0	1.0	1.0	APC	PF00514	2.0	15.0	False	30.0	CL0020	TPR
PFAM0006057	10	9	0	1	0.9	0.9	APC	PF00514	2.0	15.0	False	41.0	CL0020	TPR
PFAM0006058	10	9	0	1	0.9	0.9	APC	PF00514	1.0	15.0	True	40.0	CL0020	TPR
PFAM0006059	10	9	0	1	0.9	0.9	APC	PF16629	1.0	15.0	True	288.0	PF16629	
PFAM0006060	10	9	0	1	0.9	0.9	APC	PF05972	1.0	15.0	True	15.0	PF05972	
PFAM0006061	10	9	0	1	0.9	0.9	APC	PF16630	1.0	15.0	True	100.0	PF16630	
PFAM0006062	10	9	0	1	0.9	0.9	APC	PF05972	1.0	15.0	True	15.0	PF05972	
PFAM0006063	10	9	0	1	0.9	0.9	APC	PF05972	1.0	15.0	True	15.0	PF05972	
PFAM0006064	10	9	0	1	0.9	0.9	APC	PF05972	1.0	15.0	True	15.0	PF05972	
PFAM0006065	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	21.0	PF05923	
PFAM0006066	10	9	0	1	0.9	0.9	APC	PF16633	1.0	15.0	True	87.0	PF16633	
PFAM0006067	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	22.0	PF05923	
PFAM0006068	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	24.0	PF05923	
PFAM0006069	10	9	0	1	0.9	0.9	APC	PF05924	1.0	15.0	True	22.0	PF05924	
PFAM0006070	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	24.0	PF05923	
PFAM0006071	10	9	0	1	0.9	0.9	APC	PF16634	1.0	15.0	True	54.0	PF16634	
PFAM0006072	10	9	0	1	0.9	0.9	APC	PF05924	1.0	15.0	True	21.0	PF05924	
PFAM0006073	10	9	0	1	0.9	0.9	APC	PF16635	1.0	15.0	True	94.0	PF16635	
PFAM0006074	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	25.0	PF05923	
PFAM0006075	10	9	0	1	0.9	0.9	APC	PF16636	1.0	15.0	True	81.0	PF16636	
PFAM0006076	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	23.0	PF05923	
PFAM0006077	10	9	0	1	0.9	0.9	APC	PF05923	1.0	15.0	True	23.0	PF05923	
PFAM0006078	10	9	0	1	0.9	0.9	APC	PF05924	1.0	15.0	True	21.0	PF05924	
PFAM0006079	10	9	0	1	0.9	0.9	APC	PF05956	1.0	15.0	True	352.0	PF05956	
PFAM0006080	10	9	0	1	0.9	0.9	APC	PF05937	1.0	15.0	True	174.0	PF05937	
PFAM0006081	27	21	1	5	0.7777777777777778	0.8595962962962963	NREP	PF11092	2.0	3.0	False	67.0	PF11092	
PFAM0006085	24	24	0	0	1.0	1.0	ANXA1	PF00191	3.0	12.0	False	65.0	PF00191	
PFAM0006086	24	23	0	1	0.9583333333333334	0.9583333333333334	ANXA1	PF00191	3.0	12.0	False	66.0	PF00191	
PFAM0006087	24	19	3	2	0.7916666666666666	0.8547958333333333	ANXA1	PF00191	3.0	12.0	False	66.0	PF00191	
PFAM0006088	24	21	0	3	0.875	0.8907833333333333	ANXA1	PF00191	3.0	12.0	False	66.0	PF00191	
PFAM0006089	5	4	0	1	0.8	0.7701399999999999	ADAM19	PF01562	4.0	23.0	False	67.0	PF01562	
PFAM0006090	5	4	0	1	0.8	0.7738799999999999	ADAM19	PF01421	6.0	23.0	False	199.0	CL0126	Peptidase_MA
PFAM0006091	5	4	0	1	0.8	0.8	ADAM19	PF00200	3.0	23.0	False	73.0	PF00200	
PFAM0006092	5	4	0	1	0.8	0.8	ADAM19	PF08516	3.0	23.0	False	111.0	CL0750	ADAM_CR_sf
PFAM0006093	9	7	2	0	0.7777777777777778	0.8977999999999999	CCNJL	PF00134	2.0	5.0	False	108.0	CL0065	Cyclin
PFAM0006094	9	6	2	1	0.6666666666666666	0.7912777777777777	CCNJL	PF02984	3.0	5.0	False	107.0	CL0065	Cyclin
PFAM0006095	14	11	0	3	0.7857142857142857	0.7940642857142857	USP30	PF00443	11.0	13.0	False	431.0	CL0125	Peptidase_CA
PFAM0006096	23	18	3	2	0.782608695652174	0.8990391304347827	SDS	PF00291	7.0	7.0	False	296.0	CL0063	NADP_Rossmann
PFAM0006097	10	9	0	1	0.9	0.89706	MSI1	PF00076	4.0	14.0	False	68.0	CL0221	RRM
PFAM0006098	10	9	0	1	0.9	0.9	MSI1	PF00076	3.0	14.0	False	67.0	CL0221	RRM
PFAM0006099	5	4	1	0	0.8	0.9221600000000001	HNF1A	PF04814	2.0	10.0	False	161.0	CL0123	HTH
PFAM0006100	5	5	0	0	1.0	0.96936	HNF1A	PF04812	5.0	10.0	False	259.0	PF04812	
PFAM0006101	5	4	0	1	0.8	0.8	HNF1A	PF04813	2.0	10.0	False	89.0	PF04813	
PFAM0006105	1	1	0	0	1.0	1.0	TBX3	PF00907	4.0	7.0	False	181.0	CL0073	P53-like
PFAM0006106	1	1	0	0	1.0	1.0	TBX3	PF12598	2.0	7.0	False	83.0	PF12598	
PFAM0006107	1	1	0	0	1.0	1.0	TBX3	PF20627	2.0	7.0	False	109.0	PF20627	
PFAM0006108	5	2	0	3	0.4	0.5694000000000001	OASL	PF10421	4.0	6.0	False	183.0	PF10421	
PFAM0006109	5	1	0	4	0.2	0.2	OASL	PF00240	1.0	6.0	True	70.0	CL0072	Ubiquitin
PFAM0006110	1	0	0	1	0.0	0.1978	HRK	PF15196	1.0	1.0	True	91.0	PF15196	
PFAM0006111	3	1	0	2	0.3333333333333333	0.48333333333333334	RNFT2	PF13639	2.0	10.0	False	40.0	CL0229	RING
PFAM0006116	4	3	1	0	0.75	0.879625	GSAP	PF14959	4.0	31.0	False	108.0	PF14959	
PFAM0006118	5	3	1	1	0.6	0.74068	TMEM243	PF10856	4.0	4.0	False	118.0	PF10856	
PFAM0006120	5	5	0	0	1.0	1.0	TMEM60	PF10269	1.0	1.0	True	94.0	PF10269	
PFAM0006121	21	14	5	2	0.6666666666666666	0.8129809523809525	PNPLA8	PF01734	6.0	9.0	False	193.0	CL0323	Patatin
PFAM0006122	3	3	0	0	1.0	1.0	HILPDA	PF15220	1.0	1.0	True	63.0	PF15220	
PFAM0006123	14	12	1	1	0.8571428571428571	0.9002142857142857	RINT1	PF04437	9.0	15.0	False	481.0	CL0020	TPR
PFAM0006124	7	7	0	0	1.0	1.0	BACH2	PF00651	2.0	4.0	False	106.0	CL0033	POZ
PFAM0006125	7	7	0	0	1.0	1.0	BACH2	PF03131	2.0	4.0	False	79.0	CL0018	bZIP
PFAM0006126	17	15	0	2	0.8823529411764706	0.921564705882353	KHDC1	PF16005	2.0	3.0	False	85.0	CL0007	KH
PFAM0006131	9	6	1	2	0.6666666666666666	0.7464222222222223	NT5E	PF00149	3.0	9.0	False	215.0	CL0163	Calcineurin
PFAM0006132	9	4	1	4	0.4444444444444444	0.5641666666666667	NT5E	PF02872	4.0	9.0	False	172.0	CL0781	NadN_C
PFAM0006133	11	11	0	0	1.0	1.0	MRAP2	PF15183	3.0	3.0	False	87.0	PF15183	
PFAM0006137	2	2	0	0	1.0	1.0	LMO2	PF00412	2.0	4.0	False	59.0	CL0839	Tbcl_zf
PFAM0006138	2	2	0	0	1.0	1.0	LMO2	PF00412	1.0	4.0	True	58.0	CL0839	Tbcl_zf
PFAM0006139	9	7	2	0	0.7777777777777778	0.9105777777777777	NAT10	PF08351	6.0	28.0	False	193.0	CL0023	P-loop_NTPase
PFAM0006140	9	6	0	3	0.6666666666666666	0.7187333333333333	NAT10	PF05127	6.0	28.0	False	207.0	CL0023	P-loop_NTPase
PFAM0006141	9	6	1	2	0.6666666666666666	0.7293777777777778	NAT10	PF13718	8.0	28.0	False	225.0	CL0257	Acetyltrans
PFAM0006142	9	7	0	2	0.7777777777777778	0.7584777777777778	NAT10	PF13725	7.0	28.0	False	213.0	CL0123	HTH
PFAM0006143	52	52	0	0	1.0	1.0	EHF	PF02198	1.0	8.0	True	79.0	CL0003	SAM
PFAM0006144	52	47	0	5	0.9038461538461539	0.9038461538461539	EHF	PF00178	2.0	8.0	False	81.0	CL0123	HTH
PFAM0006145	7	4	0	3	0.5714285714285714	0.594057142857143	ELF5	PF02198	2.0	6.0	False	82.0	CL0003	SAM
PFAM0006146	7	6	0	1	0.8571428571428571	0.8571428571428571	ELF5	PF00178	2.0	6.0	False	80.0	CL0123	HTH
PFAM0006147	4	4	0	0	1.0	1.0	PRRG4	PF00594	2.0	5.0	False	41.0	CL0001	EGF
PFAM0006148	42	33	8	1	0.7857142857142857	0.8966500000000001	CD63	PF00335	7.0	7.0	False	220.0	CL0347	TSPAN_4TM-like
PFAM0006149	2	0	0	2	0.0	0.08435	PRPH	PF04732	1.0	9.0	True	83.0	PF04732	
PFAM0006150	2	0	1	1	0.0	0.31085	PRPH	PF00038	7.0	9.0	False	311.0	PF00038	
PFAM0006158	6	1	3	2	0.16666666666666666	0.5669333333333334	AMHR2	PF00069	6.0	11.0	False	293.0	CL0016	PKinase
PFAM0006159	1	0	0	1	0.0	0.0	GDF11	PF00688	3.0	3.0	False	225.0	CL0055	Nucleoplasmin
PFAM0006160	1	0	0	1	0.0	0.0	GDF11	PF00019	1.0	3.0	True	95.0	CL0079	Cystine-knot
PFAM0006161	37	37	0	0	1.0	1.0	ITGA7	PF01839	2.0	25.0	False	39.0	CL0186	Beta_propeller
PFAM0006162	37	37	0	0	1.0	1.0	ITGA7	PF01839	2.0	25.0	False	34.0	CL0186	Beta_propeller
PFAM0006163	37	35	2	0	0.9459459459459459	0.9787027027027028	ITGA7	PF08441	5.0	25.0	False	165.0	CL0159	E-set
PFAM0006164	37	32	5	0	0.8648648648648649	0.939181081081081	ITGA7	PF20805	5.0	25.0	False	165.0	CL0159	E-set
PFAM0006165	37	33	4	0	0.8918918918918919	0.954827027027027	ITGA7	PF20806	7.0	25.0	False	219.0	CL0159	E-set
PFAM0006166	3	1	0	2	0.3333333333333333	0.27443333333333336	FAM186B	PF20870	4.0	7.0	False	249.0	PF20870	
PFAM0006167	3	1	0	2	0.3333333333333333	0.3333333333333333	FAM186B	PF20865	4.0	7.0	False	234.0	PF20865	
PFAM0006168	7	3	1	3	0.42857142857142855	0.6992857142857142	RDH5	PF00106	3.0	4.0	False	184.0	CL0063	NADP_Rossmann
PFAM0006172	1	0	0	1	0.0	0.0	KRT85	PF16208	1.0	9.0	True	51.0	PF16208	
PFAM0006173	1	0	1	0	0.0	0.6506	KRT85	PF00038	8.0	9.0	False	312.0	PF00038	
PFAM0006174	12	4	4	4	0.3333333333333333	0.62365	CDK4	PF00069	7.0	7.0	False	290.0	CL0016	PKinase
PFAM0006175	6	2	0	4	0.3333333333333333	0.5258833333333334	PPP1R1A	PF05395	6.0	7.0	False	148.0	PF05395	
PFAM0006176	11	5	4	2	0.45454545454545453	0.7340727272727272	TSPAN31	PF00335	6.0	6.0	False	187.0	CL0347	TSPAN_4TM-like
PFAM0006177	15	12	3	0	0.8	0.9524733333333334	TFCP2	PF04516	6.0	15.0	False	202.0	PF04516	
PFAM0006178	15	13	0	2	0.8666666666666667	0.8644466666666666	TFCP2	PF18016	2.0	15.0	False	60.0	CL0003	SAM
PFAM0006182	4	3	0	1	0.75	0.729175	ESPL1	PF03568	9.0	30.0	False	348.0	CL0093	Peptidase_CD
PFAM0006183	6	5	0	1	0.8333333333333334	0.8813166666666667	ZC3H10	PF00642	1.0	1.0	True	22.0	CL0537	CCCH_zf
PFAM0006184	6	3	1	2	0.5	0.6023333333333333	ZC3H10	PF14608	1.0	1.0	True	19.0	CL0537	CCCH_zf
PFAM0006185	6	3	0	3	0.5	0.5	ZC3H10	PF00642	1.0	1.0	True	23.0	CL0537	CCCH_zf
PFAM0006188	12	10	2	0	0.8333333333333334	0.9537	ACVR1B	PF01064	1.0	9.0	True	72.0	CL0117	uPAR_Ly6_toxin
PFAM0006189	12	8	3	1	0.6666666666666666	0.8124916666666667	ACVR1B	PF08515	2.0	9.0	False	28.0	PF08515	
PFAM0006190	12	6	3	3	0.5	0.7091583333333333	ACVR1B	PF00069	6.0	9.0	False	283.0	CL0016	PKinase
PFAM0006194	1	0	0	1	0.0	0.3299	KCNH3	PF13426	2.0	15.0	False	96.0	CL0183	PAS_Fold
PFAM0006195	1	1	0	0	1.0	1.0	KCNH3	PF00520	5.0	15.0	False	286.0	CL0030	Ion_channel
PFAM0006196	1	1	0	0	1.0	1.0	KCNH3	PF00027	2.0	15.0	False	44.0	CL0029	Cupin
PFAM0006200	3	2	0	1	0.6666666666666666	0.6203333333333333	SMPD2	PF03372	9.0	10.0	False	259.0	CL0530	DNase_I-like
PFAM0006203	5	4	1	0	0.8	0.8906600000000001	HTRA2	PF13365	4.0	8.0	False	139.0	CL0124	Peptidase_PA
PFAM0006204	5	5	0	0	1.0	0.8816200000000001	HTRA2	PF17820	2.0	8.0	False	49.0	CL0466	PDZ-like
PFAM0006205	1	1	0	0	1.0	1.0	PRADC1	PF02225	3.0	5.0	False	85.0	CL0364	Leu-IlvD
PFAM0006206	27	16	8	3	0.5925925925925926	0.7713777777777778	CCT7	PF00118	11.0	12.0	False	491.0	PF00118	
PFAM0006222	2	1	0	1	0.5	0.6026	MRPL53	PF10780	3.0	3.0	False	52.0	PF10780	
PFAM0006223	3	1	1	1	0.3333333333333333	0.5731	EMX1	PF00046	2.0	3.0	False	57.0	CL0123	HTH
PFAM0006229	16	11	3	2	0.6875	0.81335625	GNS	PF00884	10.0	14.0	False	338.0	CL0088	Alk_phosphatase
PFAM0006233	21	8	1	12	0.38095238095238093	0.5161428571428571	MDM2	PF02201	2.0	11.0	False	62.0	CL0906	SWIB
PFAM0006234	21	14	1	6	0.6666666666666666	0.7307285714285714	MDM2	PF00641	2.0	11.0	False	28.0	CL0167	Zn_Beta_Ribbon
PFAM0006235	21	15	0	6	0.7142857142857143	0.7142857142857143	MDM2	PF13920	1.0	11.0	True	49.0	CL0229	RING
PFAM0006240	3	2	0	1	0.6666666666666666	0.6764	BCO1	PF03055	11.0	11.0	False	512.0	CL0186	Beta_propeller
PFAM0006241	6	4	1	1	0.6666666666666666	0.7834166666666667	MPHOSPH6	PF10175	5.0	5.0	False	128.0	PF10175	
PFAM0006242	11	3	6	2	0.2727272727272727	0.6240363636363636	TMEM231	PF10149	7.0	7.0	False	300.0	PF10149	
PFAM0006244	15	9	3	3	0.6	0.7457666666666667	DYNC1LI2	PF05783	13.0	13.0	False	459.0	CL0023	P-loop_NTPase
PFAM0006245	7	7	0	0	1.0	1.0	FBXL8	PF12937	1.0	2.0	True	41.0	CL0271	F-box
PFAM0006246	16	16	0	0	1.0	1.0	FHOD1	PF18382	2.0	22.0	False	85.0	CL0072	Ubiquitin
PFAM0006247	16	16	0	0	1.0	1.0	FHOD1	PF24959	5.0	22.0	False	135.0	CL0020	TPR
PFAM0006248	16	16	0	0	1.0	0.94628125	FHOD1	PF02181	7.0	22.0	False	370.0	PF02181	
PFAM0006249	10	8	1	1	0.8	0.9114000000000001	CCDC102A	PF01576	5.0	8.0	False	193.0	PF01576	
PFAM0006250	5	2	0	3	0.4	0.4	PCNX2	PF05041	4.0	34.0	False	226.0	PF05041	
PFAM0006251	6	5	0	1	0.8333333333333334	0.9025666666666666	URB2	PF10441	4.0	9.0	False	195.0	PF10441	
PFAM0006252	3	2	0	1	0.6666666666666666	0.6666666666666666	TAF5L	PF04494	2.0	4.0	False	130.0	PF04494	
PFAM0006253	3	2	0	1	0.6666666666666666	0.6666666666666666	TAF5L	PF00400	1.0	4.0	True	24.0	CL0186	Beta_propeller
PFAM0006254	3	1	0	2	0.3333333333333333	0.3333333333333333	TAF5L	PF00400	1.0	4.0	True	38.0	CL0186	Beta_propeller
PFAM0006255	3	1	0	2	0.3333333333333333	0.3333333333333333	TAF5L	PF00400	1.0	4.0	True	33.0	CL0186	Beta_propeller
PFAM0006256	3	1	0	2	0.3333333333333333	0.3333333333333333	TAF5L	PF00400	1.0	4.0	True	37.0	CL0186	Beta_propeller
PFAM0006257	3	1	0	2	0.3333333333333333	0.3333333333333333	TAF5L	PF00400	1.0	4.0	True	38.0	CL0186	Beta_propeller
PFAM0006258	3	1	0	2	0.3333333333333333	0.3333333333333333	TAF5L	PF00400	1.0	4.0	True	38.0	CL0186	Beta_propeller
PFAM0006259	1	0	0	1	0.0	0.0202	STX6	PF09177	4.0	8.0	False	99.0	PF09177	
PFAM0006260	1	1	0	0	1.0	1.0	STX6	PF05739	2.0	8.0	False	52.0	CL0445	SNARE-fusion
PFAM0006263	4	3	0	1	0.75	0.75	LAMC1	PF00055	3.0	28.0	False	235.0	CL0202	GBD
PFAM0006264	4	3	1	0	0.75	0.94185	LAMC1	PF24973	1.0	28.0	True	43.0	CL0001	EGF
PFAM0006265	4	3	0	1	0.75	0.75	LAMC1	PF00053	1.0	28.0	True	54.0	CL0001	EGF
PFAM0006266	4	3	0	1	0.75	0.75	LAMC1	PF00053	2.0	28.0	False	45.0	CL0001	EGF
PFAM0006267	4	2	0	2	0.5	0.5	LAMC1	PF00053	2.0	28.0	False	48.0	CL0001	EGF
PFAM0006268	4	2	0	2	0.5	0.494275	LAMC1	PF00052	4.0	28.0	False	131.0	CL0202	GBD
PFAM0006269	4	2	0	2	0.5	0.5	LAMC1	PF24973	2.0	28.0	False	43.0	CL0001	EGF
PFAM0006270	4	2	0	2	0.5	0.5	LAMC1	PF24973	2.0	28.0	False	44.0	CL0001	EGF
PFAM0006271	4	2	0	2	0.5	0.5	LAMC1	PF00053	1.0	28.0	True	54.0	CL0001	EGF
PFAM0006272	4	2	0	2	0.5	0.5	LAMC1	PF00053	1.0	28.0	True	49.0	CL0001	EGF
PFAM0006273	4	2	0	2	0.5	0.5	LAMC1	PF00053	1.0	28.0	True	46.0	CL0001	EGF
PFAM0006274	4	2	0	2	0.5	0.5	LAMC1	PF00053	1.0	28.0	True	46.0	CL0001	EGF
PFAM0006277	17	15	1	1	0.8823529411764706	0.9181294117647059	SP110	PF03172	2.0	18.0	False	97.0	PF03172	
PFAM0006278	17	15	0	2	0.8823529411764706	0.872929411764706	SP110	PF01342	3.0	18.0	False	75.0	CL0831	SAND
PFAM0006281	1	1	0	0	1.0	1.0	MRPL44	PF22935	1.0	4.0	True	136.0	CL0539	RNase_III
PFAM0006282	1	1	0	0	1.0	1.0	MRPL44	PF22892	2.0	4.0	False	76.0	CL0196	DSRM
PFAM0006283	3	2	1	0	0.6666666666666666	0.8068	CHRND	PF02931	6.0	12.0	False	222.0	PF02931	
PFAM0006284	3	2	0	1	0.6666666666666666	0.6366666666666667	CHRND	PF02932	6.0	12.0	False	237.0	PF02932	
PFAM0006286	5	2	0	3	0.4	0.4	DOCK10	PF11878	4.0	56.0	False	110.0	PF11878	
PFAM0006287	5	2	0	3	0.4	0.4	DOCK10	PF00169	3.0	56.0	False	106.0	CL0266	PH
PFAM0006288	5	2	0	3	0.4	0.4	DOCK10	PF14429	7.0	56.0	False	190.0	CL0154	C2
PFAM0006289	5	2	0	3	0.4	0.4	DOCK10	PF06920	6.0	56.0	False	182.0	CL0020	TPR
PFAM0006290	5	2	0	3	0.4	0.4	DOCK10	PF20422	3.0	56.0	False	76.0	PF20422	
PFAM0006291	5	2	0	3	0.4	0.4	DOCK10	PF20421	3.0	56.0	False	102.0	CL0020	TPR
PFAM0006292	15	14	0	1	0.9333333333333333	0.9542866666666666	USP37	PF16674	2.0	23.0	False	105.0	CL0266	PH
PFAM0006293	15	14	0	1	0.9333333333333333	0.9284666666666667	USP37	PF00443	15.0	23.0	False	607.0	CL0125	Peptidase_CA
PFAM0006294	15	14	0	1	0.9333333333333333	0.9333333333333333	USP37	PF02809	1.0	23.0	True	15.0	CL0702	UIM
PFAM0006295	15	14	0	1	0.9333333333333333	0.9333333333333333	USP37	PF02809	1.0	23.0	True	16.0	CL0702	UIM
PFAM0006296	15	14	0	1	0.9333333333333333	0.9333333333333333	USP37	PF02809	2.0	23.0	False	16.0	CL0702	UIM
PFAM0006297	5	4	1	0	0.8	0.95678	HTR2B	PF00001	3.0	3.0	False	310.0	CL0192	GPCR_A
PFAM0006300	3	2	0	1	0.6666666666666666	0.6666666666666666	WNT10A	PF00110	3.0	4.0	False	354.0	PF00110	
PFAM0006301	37	22	1	14	0.5945945945945946	0.6527054054054054	TMBIM1	PF01027	10.0	11.0	False	211.0	CL0453	Apoptosis-Inhib
PFAM0006302	14	13	0	1	0.9285714285714286	0.9098428571428572	CYP27A1	PF00067	9.0	9.0	False	459.0	PF00067	
PFAM0006303	14	6	7	1	0.42857142857142855	0.7857142857142857	EIF4E2	PF01652	4.0	7.0	False	160.0	CL0625	eIF4e
PFAM0006307	24	22	2	0	0.9166666666666666	0.9527916666666667	CAB39	PF08569	8.0	8.0	False	331.0	CL0020	TPR
PFAM0006308	5	5	0	0	1.0	0.98378	COX5B	PF01215	4.0	4.0	False	111.0	CL0167	Zn_Beta_Ribbon
PFAM0006309	16	12	0	4	0.75	0.78913125	REV1	PF00533	3.0	22.0	False	74.0	CL0459	BRCT-like
PFAM0006310	16	12	0	4	0.75	0.79445	REV1	PF00817	2.0	22.0	False	30.0	PF00817	
PFAM0006311	16	15	0	1	0.9375	0.94368125	REV1	PF00817	4.0	22.0	False	118.0	PF00817	
PFAM0006312	16	15	0	1	0.9375	0.9375	REV1	PF21999	2.0	22.0	False	53.0	CL0198	HHH
PFAM0006313	16	15	0	1	0.9375	0.9375	REV1	PF11799	4.0	22.0	False	119.0	PF11799	
PFAM0006314	16	15	0	1	0.9375	0.9375	REV1	PF14377	2.0	22.0	False	21.0	PF14377	
PFAM0006315	16	15	0	1	0.9375	0.9375	REV1	PF14377	2.0	22.0	False	29.0	PF14377	
PFAM0006316	16	15	0	1	0.9375	0.9375	REV1	PF16727	3.0	22.0	False	82.0	PF16727	
PFAM0006317	3	3	0	0	1.0	0.9789	MFSD9	PF07690	6.0	6.0	False	379.0	CL0015	MFS
PFAM0006318	11	11	0	0	1.0	0.9874181818181818	TMEM127	PF20517	2.0	3.0	False	113.0	CL0375	Transporter
PFAM0006319	3	3	0	0	1.0	1.0	EDAR	PF24979	1.0	11.0	True	74.0	CL0041	Death
PFAM0006320	11	11	0	0	1.0	1.0	MRPS9	PF00380	4.0	11.0	False	123.0	CL0329	S5
